Location_ID,Time_ID,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
572,701,2016-03-17 10:56:00,54.0,0.0,43.0,29.94,10.0,West,16.1,0.0,Day,Day,Day,Day
583,702,2016-03-17 10:56:00,54.0,0.0,43.0,29.94,10.0,West,16.1,0.0,Day,Day,Day,Day
584,703,2016-03-17 10:56:00,54.0,0.0,43.0,29.94,10.0,West,16.1,0.0,Day,Day,Day,Day
585,704,2016-03-17 14:56:00,55.0,0.0,31.0,29.92,10.0,West,21.9,0.0,Day,Day,Day,Day
586,705,2016-03-17 17:50:00,57.2,0.0,31.0,29.89,10.0,WSW,16.1,0.0,Day,Day,Day,Day
587,706,2016-03-17 19:51:00,52.0,0.0,34.0,29.92,10.0,WNW,11.5,0.0,Night,Night,Day,Day
450,707,2016-03-18 03:58:00,38.3,0.0,72.0,29.98,10.0,Calm,0.0,0.0,Night,Night,Night,Night
588,708,2016-03-18 06:58:00,39.7,37.6,72.0,30.0,10.0,SSE,3.5,0.0,Night,Night,Day,Day
332,709,2016-03-18 06:53:00,37.0,34.5,70.0,30.0,10.0,South,3.5,0.0,Night,Night,Day,Day
110,710,2016-03-18 08:56:00,46.0,41.0,51.0,30.02,10.0,West,10.4,0.0,Day,Day,Day,Day
589,711,2016-03-18 10:56:00,50.0,0.0,38.0,30.06,10.0,WNW,12.7,0.0,Day,Day,Day,Day
590,712,2016-03-18 10:53:00,50.0,0.0,44.0,30.05,10.0,NNW,12.7,0.0,Day,Day,Day,Day
591,713,2016-03-18 11:53:00,51.1,0.0,35.0,30.06,10.0,NW,11.5,0.0,Day,Day,Day,Day
592,714,2016-03-18 11:56:00,52.0,0.0,32.0,30.07,10.0,WNW,15.0,0.0,Day,Day,Day,Day
592,715,2016-03-18 13:56:00,55.0,0.0,30.0,30.06,10.0,WNW,17.3,0.0,Day,Day,Day,Day
593,716,2016-03-18 13:59:00,53.6,0.0,26.0,30.02,10.0,West,15.0,0.0,Day,Day,Day,Day
594,717,2016-03-18 13:53:00,55.9,0.0,26.0,30.06,10.0,WNW,17.3,0.0,Day,Day,Day,Day
595,718,2016-03-18 14:53:00,57.0,0.0,23.0,30.04,10.0,West,17.3,0.0,Day,Day,Day,Day
116,719,2016-03-18 14:51:00,55.4,0.0,25.0,30.04,10.0,WNW,19.6,0.0,Day,Day,Day,Day
472,720,2016-03-18 15:58:00,55.8,0.0,25.0,30.04,10.0,WNW,15.0,0.0,Day,Day,Day,Day
541,721,2016-03-18 16:53:00,55.9,0.0,21.0,30.02,10.0,WNW,12.7,0.0,Day,Day,Day,Day
596,722,2016-03-18 16:51:00,53.1,0.0,26.0,30.01,10.0,NW,18.4,0.0,Day,Day,Day,Day
597,723,2016-03-18 17:54:00,48.9,0.0,39.0,30.0,10.0,North,16.1,0.0,Day,Day,Day,Day
598,724,2016-03-18 17:50:00,51.8,0.0,35.0,30.02,10.0,WNW,11.5,0.0,Day,Day,Day,Day
599,725,2016-06-21 10:54:00,75.0,0.0,48.0,30.0,10.0,Variable,5.8,0.0,Day,Day,Day,Day
600,726,2016-06-21 10:54:00,75.0,0.0,48.0,30.06,10.0,WSW,4.6,0.0,Day,Day,Day,Day
601,727,2016-06-21 10:53:00,82.9,0.0,31.0,29.97,10.0,NNW,4.6,0.0,Day,Day,Day,Day
602,728,2016-06-21 10:56:00,75.9,0.0,48.0,30.04,10.0,NNE,4.6,0.0,Day,Day,Day,Day
603,729,2016-06-21 09:50:00,75.2,0.0,41.0,30.06,10.0,Variable,5.8,0.0,Day,Day,Day,Day
604,730,2016-06-21 10:53:00,82.9,0.0,24.0,30.0,10.0,Variable,5.8,0.0,Day,Day,Day,Day
605,731,2016-06-21 09:53:00,73.0,0.0,53.0,30.04,10.0,Variable,4.6,0.0,Day,Day,Day,Day
606,732,2016-06-21 10:56:00,71.1,0.0,55.0,30.04,10.0,NE,4.6,0.0,Day,Day,Day,Day
607,733,2016-06-21 10:53:00,82.9,0.0,31.0,29.97,10.0,NNW,4.6,0.0,Day,Day,Day,Day
608,734,2016-06-21 10:53:00,82.9,0.0,24.0,30.0,10.0,Variable,5.8,0.0,Day,Day,Day,Day
609,735,2016-06-21 10:55:00,80.6,0.0,39.0,30.04,10.0,WNW,5.8,0.0,Day,Day,Day,Day
610,736,2016-06-21 10:53:00,82.9,0.0,31.0,29.97,10.0,NNW,4.6,0.0,Day,Day,Day,Day
611,737,2016-06-21 10:53:00,82.9,0.0,24.0,30.0,10.0,Variable,5.8,0.0,Day,Day,Day,Day
612,738,2016-06-21 10:56:00,75.9,0.0,48.0,30.04,10.0,NNE,4.6,0.0,Day,Day,Day,Day
613,739,2016-06-21 10:53:00,82.9,0.0,24.0,30.0,10.0,Variable,5.8,0.0,Day,Day,Day,Day
614,740,2016-06-21 10:53:00,86.0,0.0,26.0,30.0,10.0,NNW,9.2,0.0,Day,Day,Day,Day
615,741,2016-06-21 11:15:00,86.0,0.0,20.0,30.01,10.0,NW,9.2,0.0,Day,Day,Day,Day
616,742,2016-06-21 10:56:00,75.9,0.0,48.0,30.04,10.0,NNE,4.6,0.0,Day,Day,Day,Day
617,743,2016-06-21 11:53:00,73.9,0.0,50.0,30.03,10.0,West,8.1,0.0,Day,Day,Day,Day
618,744,2016-06-21 11:56:00,82.0,0.0,29.0,30.03,10.0,Variable,5.8,0.0,Day,Day,Day,Day
619,745,2016-06-21 11:53:00,84.0,0.0,27.0,30.01,10.0,NW,8.1,0.0,Day,Day,Day,Day
620,746,2016-06-21 11:53:00,88.0,0.0,19.0,29.99,10.0,South,4.6,0.0,Day,Day,Day,Day
621,747,2016-06-21 11:35:00,86.0,0.0,20.0,30.02,10.0,NW,12.7,0.0,Day,Day,Day,Day
622,748,2016-06-21 11:35:00,82.4,0.0,37.0,30.04,10.0,WNW,3.5,0.0,Day,Day,Day,Day
623,749,2016-06-21 11:53:00,88.0,0.0,25.0,29.96,10.0,NNW,8.1,0.0,Day,Day,Day,Day
624,750,2016-06-21 11:55:00,84.2,0.0,37.0,30.03,10.0,NW,4.6,0.0,Day,Day,Day,Day
625,751,2016-06-21 11:56:00,75.9,0.0,38.0,30.03,10.0,WNW,12.7,0.0,Day,Day,Day,Day
626,752,2016-06-21 11:55:00,87.8,0.0,21.0,30.0,10.0,WNW,9.2,0.0,Day,Day,Day,Day
627,753,2016-06-21 11:54:00,77.0,0.0,37.0,30.05,10.0,West,8.1,0.0,Day,Day,Day,Day
611,754,2016-06-21 11:53:00,88.0,0.0,19.0,29.99,10.0,South,4.6,0.0,Day,Day,Day,Day
628,755,2016-06-21 11:53:00,82.9,0.0,34.0,29.98,10.0,SW,5.8,0.0,Day,Day,Day,Day
629,756,2016-06-21 11:53:00,88.0,0.0,25.0,29.96,10.0,NNW,8.1,0.0,Day,Day,Day,Day
630,757,2016-06-21 12:35:00,89.6,0.0,21.0,30.01,10.0,NW,10.4,0.0,Day,Day,Day,Day
631,758,2016-06-21 12:35:00,89.6,0.0,21.0,30.01,10.0,NW,10.4,0.0,Day,Day,Day,Day
632,759,2016-06-21 12:53:00,90.0,0.0,25.0,29.96,10.0,South,4.6,0.0,Day,Day,Day,Day
633,760,2016-06-21 12:56:00,73.0,0.0,44.0,30.02,10.0,WNW,19.6,0.0,Day,Day,Day,Day
634,761,2016-06-21 12:47:00,82.4,0.0,45.0,30.01,30.0,North,13.8,0.0,Day,Day,Day,Day
635,762,2016-06-21 12:56:00,73.0,0.0,44.0,30.02,10.0,WNW,19.6,0.0,Day,Day,Day,Day
636,763,2016-06-21 12:53:00,77.0,0.0,40.0,30.03,10.0,WNW,11.5,0.0,Day,Day,Day,Day
637,764,2016-06-21 12:53:00,87.1,0.0,24.0,30.01,10.0,NW,9.2,0.0,Day,Day,Day,Day
638,765,2016-06-21 12:53:00,87.1,0.0,24.0,30.01,10.0,NW,9.2,0.0,Day,Day,Day,Day
639,766,2016-06-21 12:55:00,91.4,0.0,20.0,29.99,10.0,NNE,5.8,0.0,Day,Day,Day,Day
640,767,2016-06-21 12:53:00,77.0,0.0,40.0,30.03,10.0,WNW,11.5,0.0,Day,Day,Day,Day
641,768,2016-06-21 12:53:00,77.0,0.0,40.0,30.03,10.0,WNW,11.5,0.0,Day,Day,Day,Day
642,769,2016-06-21 12:53:00,87.1,0.0,24.0,30.01,10.0,NW,9.2,0.0,Day,Day,Day,Day
643,770,2016-06-21 12:53:00,91.9,0.0,20.0,29.97,10.0,Variable,6.9,0.0,Day,Day,Day,Day
644,771,2016-06-21 13:35:00,93.2,0.0,20.0,29.97,10.0,WNW,3.5,0.0,Day,Day,Day,Day
645,772,2016-06-21 13:15:00,91.4,0.0,18.0,29.98,10.0,WNW,6.9,0.0,Day,Day,Day,Day
646,773,2016-06-21 13:35:00,60.8,0.0,77.0,30.07,2.5,NW,17.3,0.0,Day,Day,Day,Day
647,774,2016-06-21 13:47:00,80.6,0.0,48.0,30.0,30.0,North,13.8,0.0,Day,Day,Day,Day
648,775,2016-06-21 13:53:00,93.9,0.0,17.0,29.96,10.0,NNW,6.9,0.0,Day,Day,Day,Day
649,776,2016-06-21 13:53:00,93.9,0.0,19.0,29.96,10.0,Variable,4.6,0.0,Day,Day,Day,Day
650,777,2016-06-21 13:55:00,93.2,0.0,12.0,29.97,9.0,NW,6.9,0.0,Day,Day,Day,Day
651,778,2016-06-21 13:53:00,79.0,0.0,38.0,30.01,10.0,WNW,12.7,0.0,Day,Day,Day,Day
652,779,2016-06-21 13:55:00,93.2,0.0,12.0,29.97,9.0,NW,6.9,0.0,Day,Day,Day,Day
653,780,2016-06-21 13:54:00,82.9,0.0,26.0,30.03,10.0,WNW,11.5,0.0,Day,Day,Day,Day
654,781,2016-06-21 14:15:00,93.2,0.0,20.0,29.96,10.0,Calm,0.0,0.0,Day,Day,Day,Day
655,782,2016-06-21 14:53:00,98.1,0.0,11.0,29.91,10.0,NW,11.5,0.0,Day,Day,Day,Day
656,783,2016-06-21 14:55:00,93.2,0.0,16.0,29.99,10.0,NW,15.0,0.0,Day,Day,Day,Day
657,784,2016-06-21 14:50:00,84.2,0.0,33.0,29.99,10.0,North,10.4,0.0,Day,Day,Day,Day
658,785,2016-06-21 14:56:00,71.1,0.0,47.0,30.0,10.0,WNW,24.2,0.0,Day,Day,Day,Day
659,786,2016-06-21 14:53:00,77.0,0.0,40.0,30.0,10.0,WNW,15.0,0.0,Day,Day,Day,Day
660,787,2016-06-21 14:53:00,98.1,0.0,11.0,29.91,10.0,NW,11.5,0.0,Day,Day,Day,Day
661,788,2016-06-21 14:46:00,96.8,0.0,17.0,29.93,10.0,NNW,10.4,0.0,Day,Day,Day,Day
662,789,2016-06-21 15:05:00,87.8,0.0,19.0,30.12,10.0,WSW,8.1,0.0,Day,Day,Day,Day
663,790,2016-06-21 15:53:00,97.0,0.0,13.0,29.91,10.0,Variable,3.5,0.0,Day,Day,Day,Day
664,791,2016-06-21 15:47:00,78.8,0.0,51.0,29.97,30.0,NW,17.3,0.0,Day,Day,Day,Day
665,792,2016-06-21 15:53:00,99.0,0.0,18.0,29.92,10.0,SSW,8.1,0.0,Day,Day,Day,Day
666,793,2016-06-21 15:55:00,95.0,0.0,12.0,29.92,10.0,NW,8.1,0.0,Day,Day,Day,Day
667,794,2016-06-21 15:58:00,96.8,0.0,17.0,29.91,10.0,SSW,10.4,0.0,Day,Day,Day,Day
668,795,2016-06-21 16:53:00,97.0,0.0,16.0,29.88,10.0,West,5.8,0.0,Day,Day,Day,Day
669,796,2016-06-21 17:45:00,98.6,0.0,10.0,29.87,10.0,NNW,4.6,0.0,Day,Day,Day,Day
670,797,2016-06-21 18:55:00,96.8,0.0,11.0,29.86,10.0,WNW,3.5,0.0,Day,Day,Day,Day
671,798,2016-06-21 18:53:00,93.9,0.0,23.0,29.87,10.0,SW,12.7,0.0,Day,Day,Day,Day
672,799,2016-06-21 19:15:00,86.0,0.0,18.0,30.06,10.0,West,3.5,0.0,Day,Day,Day,Day
673,800,2016-06-21 19:35:00,77.0,0.0,32.0,29.94,0.0,ESE,3.5,0.0,Day,Day,Day,Day
674,801,2016-06-21 19:54:00,66.0,0.0,59.0,29.99,10.0,West,8.1,0.0,Day,Day,Day,Day
675,802,2016-06-21 19:53:00,84.0,0.0,15.0,29.88,10.0,West,11.5,0.0,Day,Day,Day,Day
676,803,2016-06-21 19:53:00,73.0,0.0,42.0,29.97,10.0,NW,12.7,0.0,Day,Day,Day,Day
677,804,2016-06-21 19:53:00,80.1,0.0,27.0,29.93,10.0,NW,9.2,0.0,Day,Day,Day,Day
678,805,2016-06-21 19:56:00,61.0,0.0,67.0,29.98,10.0,WNW,20.7,0.0,Day,Day,Day,Day
679,806,2016-06-21 19:54:00,66.0,0.0,59.0,29.99,10.0,West,8.1,0.0,Day,Day,Day,Day
680,807,2016-06-21 19:55:00,88.0,0.0,24.0,29.89,10.0,West,15.0,0.0,Day,Day,Day,Day
681,808,2016-06-21 19:53:00,80.1,0.0,27.0,29.93,10.0,NW,9.2,0.0,Day,Day,Day,Day
682,809,2016-06-21 20:55:00,81.0,0.0,31.0,29.9,10.0,WNW,6.9,0.0,Night,Day,Day,Day
683,810,2016-06-21 20:56:00,78.1,0.0,32.0,29.94,10.0,North,9.2,0.0,Night,Day,Day,Day
684,811,2016-06-21 20:53:00,80.1,0.0,23.0,29.88,10.0,SSW,9.2,0.0,Night,Night,Day,Day
685,812,2016-06-21 21:35:00,80.6,0.0,23.0,29.89,10.0,SSW,9.2,0.0,Night,Night,Day,Day
685,813,2016-06-21 21:35:00,80.6,0.0,23.0,29.89,10.0,SSW,9.2,0.0,Night,Night,Day,Day
686,814,2016-06-21 21:35:00,80.6,0.0,23.0,29.89,10.0,SSW,9.2,0.0,Night,Night,Day,Day
687,815,2016-06-21 21:53:00,59.0,0.0,69.0,29.92,8.0,South,4.6,0.0,Night,Night,Day,Day
688,816,2016-06-21 21:56:00,64.0,0.0,73.0,30.01,10.0,North,10.4,0.0,Night,Night,Night,Day
689,817,2016-06-21 21:53:00,64.9,0.0,63.0,29.99,10.0,WNW,5.8,0.0,Night,Night,Night,Day
690,818,2016-06-21 22:53:00,72.0,0.0,38.0,29.89,10.0,SSW,10.4,0.0,Night,Night,Night,Day
691,819,2016-06-21 22:55:00,69.8,0.0,40.0,29.89,10.0,South,4.6,0.0,Night,Night,Night,Night
692,820,2016-06-21 23:53:00,71.1,0.0,41.0,29.87,10.0,SE,9.2,0.0,Night,Night,Night,Night
693,821,2016-06-22 00:54:00,59.0,0.0,72.0,30.02,10.0,West,8.1,0.0,Night,Night,Night,Night
694,822,2016-06-22 00:25:00,73.4,0.0,23.0,30.08,10.0,Calm,0.0,0.0,Night,Night,Night,Night
695,823,2016-06-22 00:56:00,64.0,0.0,54.0,29.94,10.0,Calm,0.0,0.0,Night,Night,Night,Night
696,824,2016-06-22 01:53:00,57.9,0.0,75.0,29.99,10.0,West,6.9,0.0,Night,Night,Night,Night
697,825,2016-06-22 01:53:00,62.1,0.0,60.0,29.89,10.0,South,16.1,0.0,Night,Night,Night,Night
698,826,2016-06-22 01:53:00,52.0,0.0,86.0,29.92,7.0,Calm,0.0,0.0,Night,Night,Night,Night
699,827,2016-06-22 01:53:00,62.1,0.0,60.0,29.89,10.0,South,16.1,0.0,Night,Night,Night,Night
700,828,2016-06-22 07:47:00,64.4,0.0,64.0,30.02,10.0,Variable,5.8,0.0,Night,Night,Night,Night
701,829,2016-06-22 03:53:00,59.0,0.0,78.0,29.97,10.0,NW,3.5,0.0,Night,Night,Night,Night
702,830,2016-06-22 04:53:00,55.9,0.0,80.0,29.98,10.0,WNW,10.4,0.0,Night,Night,Night,Day
703,831,2016-06-22 05:54:00,57.0,0.0,74.0,30.01,8.0,West,8.1,0.0,Day,Day,Day,Day
704,832,2016-06-22 06:47:00,57.2,0.0,88.0,29.99,8.0,Calm,0.0,0.0,Night,Day,Day,Day
705,833,2016-06-22 06:55:00,50.0,0.0,94.0,29.98,5.0,Calm,0.0,0.0,Day,Day,Day,Day
706,834,2016-06-22 06:56:00,55.9,0.0,80.0,30.0,10.0,West,10.4,0.0,Day,Day,Day,Day
707,835,2016-06-22 07:15:00,64.4,0.0,56.0,29.92,7.0,SSE,12.7,0.0,Day,Day,Day,Day
708,836,2016-06-22 07:53:00,62.1,0.0,65.0,29.97,10.0,WNW,8.1,0.0,Day,Day,Day,Day
709,837,2016-06-22 08:35:00,77.0,0.0,24.0,30.03,10.0,SE,6.9,0.0,Day,Day,Day,Day
710,838,2016-06-22 08:54:00,62.1,0.0,70.0,29.96,10.0,WSW,10.4,0.0,Day,Day,Day,Day
711,839,2016-06-22 09:14:00,57.0,0.0,87.0,30.03,8.0,Calm,0.0,0.0,Day,Day,Day,Day
712,840,2016-06-22 08:53:00,66.0,0.0,56.0,29.97,10.0,WNW,8.1,0.0,Day,Day,Day,Day
713,841,2016-06-22 09:55:00,80.1,0.0,32.0,29.93,10.0,WNW,4.6,0.0,Day,Day,Day,Day
714,842,2016-06-22 09:53:00,70.0,0.0,53.0,30.0,10.0,NW,6.9,0.0,Day,Day,Day,Day
715,843,2016-06-22 09:53:00,72.0,0.0,43.0,29.92,10.0,SSW,12.7,0.0,Day,Day,Day,Day
716,844,2016-06-22 09:53:00,72.0,0.0,43.0,29.92,10.0,SSW,12.7,0.0,Day,Day,Day,Day
717,845,2016-06-22 09:47:00,66.2,0.0,52.0,30.01,10.0,West,10.4,0.0,Day,Day,Day,Day
718,846,2016-06-22 09:45:00,73.4,0.0,41.0,29.93,10.0,SSW,5.8,0.0,Day,Day,Day,Day
719,847,2016-06-22 09:54:00,61.0,0.0,64.0,30.05,10.0,WNW,12.7,0.0,Day,Day,Day,Day
610,848,2016-06-22 09:53:00,72.0,0.0,43.0,29.92,10.0,SSW,12.7,0.0,Day,Day,Day,Day
720,849,2016-06-22 09:53:00,70.0,0.0,49.0,29.97,10.0,WNW,6.9,0.0,Day,Day,Day,Day
721,850,2016-06-22 10:15:00,75.2,0.0,38.0,29.94,7.0,South,9.2,0.0,Day,Day,Day,Day
722,851,2016-06-22 10:47:00,66.2,0.0,52.0,30.02,10.0,West,13.8,0.0,Day,Day,Day,Day
723,852,2016-06-22 09:53:00,64.0,0.0,63.0,30.04,8.0,Variable,6.9,0.0,Day,Day,Day,Day
724,853,2016-06-22 10:53:00,61.0,0.0,70.0,30.03,10.0,Variable,6.9,0.0,Day,Day,Day,Day
725,854,2016-06-22 10:53:00,77.0,0.0,43.0,29.93,10.0,SW,6.9,0.0,Day,Day,Day,Day
726,855,2016-06-22 10:55:00,69.8,0.0,53.0,29.98,0.0,SW,8.1,0.0,Day,Day,Day,Day
727,856,2016-06-22 10:55:00,68.0,0.0,52.0,30.0,9.0,WNW,6.9,0.0,Day,Day,Day,Day
728,857,2016-06-22 10:53:00,75.0,0.0,40.0,29.92,10.0,SSW,16.1,0.0,Day,Day,Day,Day
729,858,2016-06-22 10:53:00,75.0,0.0,40.0,29.92,10.0,SSW,16.1,0.0,Day,Day,Day,Day
730,859,2016-06-22 10:53:00,66.9,0.0,63.0,30.03,10.0,SE,4.6,0.0,Day,Day,Day,Day
731,860,2016-06-22 10:54:00,57.9,0.0,78.0,30.1,8.0,West,10.4,0.0,Day,Day,Day,Day
732,861,2016-06-22 10:53:00,75.0,0.0,41.0,29.97,10.0,WNW,10.4,0.0,Day,Day,Day,Day
733,862,2016-06-22 10:53:00,63.0,0.0,67.0,30.05,9.0,West,15.0,0.0,Day,Day,Day,Day
734,863,2016-06-22 10:54:00,69.1,0.0,57.0,29.95,10.0,SSW,13.8,0.0,Day,Day,Day,Day
735,864,2016-06-22 10:56:00,66.9,0.0,63.0,30.03,10.0,North,9.2,0.0,Day,Day,Day,Day
736,865,2016-06-22 10:53:00,72.0,0.0,49.0,30.01,10.0,WNW,6.9,0.0,Day,Day,Day,Day
737,866,2016-06-22 10:53:00,75.0,0.0,41.0,29.97,10.0,WNW,10.4,0.0,Day,Day,Day,Day
738,867,2016-06-22 10:53:00,75.0,0.0,40.0,29.92,10.0,SSW,16.1,0.0,Day,Day,Day,Day
739,868,2016-06-22 11:10:00,62.1,0.0,67.0,30.03,10.0,West,8.1,0.0,Day,Day,Day,Day
740,869,2016-06-22 10:53:00,75.0,0.0,40.0,29.92,10.0,SSW,16.1,0.0,Day,Day,Day,Day
741,870,2016-06-22 11:53:00,78.1,0.0,37.0,29.97,10.0,NW,9.2,0.0,Day,Day,Day,Day
742,871,2016-06-22 11:01:00,57.9,0.0,78.0,30.06,8.0,WNW,11.5,0.0,Day,Day,Day,Day
743,872,2016-06-22 11:50:00,77.0,0.0,41.0,30.02,10.0,WNW,16.1,0.0,Day,Day,Day,Day
744,873,2016-06-22 10:53:00,77.0,0.0,43.0,29.93,10.0,SW,6.9,0.0,Day,Day,Day,Day
745,874,2016-06-22 11:15:00,80.6,0.0,32.0,29.94,8.0,South,8.1,0.0,Day,Day,Day,Day
746,875,2016-06-22 11:46:00,82.4,0.0,32.0,29.93,10.0,SSW,5.8,0.0,Day,Day,Day,Day
747,876,2016-06-22 11:53:00,78.1,0.0,37.0,29.97,10.0,NW,9.2,0.0,Day,Day,Day,Day
716,877,2016-06-22 11:53:00,78.1,0.0,35.0,29.92,10.0,SSW,17.3,0.0,Day,Day,Day,Day
748,878,2016-06-22 11:56:00,69.1,0.0,58.0,30.03,10.0,North,10.4,0.0,Day,Day,Day,Day
749,879,2016-06-22 11:53:00,72.0,0.0,53.0,30.01,10.0,WNW,10.4,0.0,Day,Day,Day,Day
750,880,2016-06-22 11:53:00,81.0,0.0,38.0,29.93,10.0,Variable,5.8,0.0,Day,Day,Day,Day
751,881,2016-06-22 11:53:00,81.0,0.0,38.0,29.93,10.0,Variable,5.8,0.0,Day,Day,Day,Day
752,882,2016-06-22 12:53:00,81.0,0.0,30.0,29.91,10.0,South,15.0,0.0,Day,Day,Day,Day
753,883,2016-06-22 11:55:00,88.0,0.0,21.0,29.93,10.0,West,11.5,0.0,Day,Day,Day,Day
738,884,2016-06-22 12:53:00,81.0,0.0,30.0,29.91,10.0,South,15.0,0.0,Day,Day,Day,Day
754,885,2016-06-22 12:54:00,64.0,0.0,60.0,30.05,10.0,West,11.5,0.0,Day,Day,Day,Day
602,886,2016-06-22 12:56:00,69.1,0.0,58.0,30.03,10.0,North,11.5,0.0,Day,Day,Day,Day
755,887,2016-06-22 12:53:00,73.9,0.0,50.0,30.0,10.0,WNW,11.5,0.0,Day,Day,Day,Day
756,888,2016-06-22 12:56:00,63.0,0.0,63.0,30.03,10.0,West,21.9,0.0,Day,Day,Day,Day
757,889,2016-06-22 12:54:00,73.9,0.0,50.0,29.94,10.0,SSW,15.0,0.0,Day,Day,Day,Day
758,890,2016-06-22 12:53:00,64.9,0.0,61.0,30.02,10.0,West,11.5,0.0,Day,Day,Day,Day
749,891,2016-06-22 12:53:00,73.9,0.0,50.0,30.0,10.0,WNW,11.5,0.0,Day,Day,Day,Day
759,892,2016-06-22 12:53:00,64.9,0.0,61.0,30.02,10.0,West,11.5,0.0,Day,Day,Day,Day
760,893,2016-06-22 12:53:00,64.9,0.0,61.0,30.02,10.0,West,11.5,0.0,Day,Day,Day,Day
761,894,2016-06-22 12:53:00,81.0,0.0,30.0,29.91,10.0,South,15.0,0.0,Day,Day,Day,Day
762,895,2016-06-22 12:53:00,84.0,0.0,33.0,29.92,10.0,SSW,8.1,0.0,Day,Day,Day,Day
763,896,2016-06-22 13:54:00,71.6,0.0,50.0,30.0,10.0,NNW,12.7,0.0,Day,Day,Day,Day
764,897,2016-06-22 13:35:00,89.6,0.0,24.0,29.91,9.0,SE,3.5,0.0,Day,Day,Day,Day
765,898,2016-06-22 13:53:00,64.9,0.0,61.0,30.02,10.0,West,9.2,0.0,Day,Day,Day,Day
766,899,2016-06-22 13:53:00,82.9,0.0,29.0,29.9,10.0,SSW,13.8,0.0,Day,Day,Day,Day
767,900,2016-06-22 13:55:00,89.6,0.0,22.0,29.91,9.0,Calm,0.0,0.0,Day,Day,Day,Day
768,901,2016-06-22 13:55:00,89.6,0.0,22.0,29.91,9.0,Calm,0.0,0.0,Day,Day,Day,Day
769,902,2016-06-22 13:47:00,69.8,0.0,64.0,30.0,10.0,NNW,18.4,0.0,Day,Day,Day,Day
770,903,2016-06-22 13:45:00,89.6,0.0,24.0,29.9,10.0,SW,9.2,0.0,Day,Day,Day,Day
771,904,2016-06-22 13:53:00,87.1,0.0,27.0,29.9,10.0,South,5.8,0.0,Day,Day,Day,Day
772,905,2016-06-22 14:53:00,84.0,0.0,27.0,29.89,10.0,South,12.7,0.0,Day,Day,Day,Day
773,906,2016-06-22 14:25:00,84.2,0.0,15.0,30.06,10.0,SSW,6.9,0.0,Day,Day,Day,Day
774,907,2016-06-22 14:53:00,71.1,0.0,53.0,30.0,10.0,SSE,9.2,0.0,Day,Day,Day,Day
775,908,2016-06-22 14:56:00,70.0,0.0,59.0,30.01,10.0,NNW,12.7,0.0,Day,Day,Day,Day
776,909,2016-06-22 14:55:00,95.0,0.0,19.0,29.9,10.0,NW,11.5,0.0,Day,Day,Day,Day
777,910,2016-06-22 14:55:00,75.2,0.0,41.0,29.99,10.0,West,11.5,0.0,Day,Day,Day,Day
778,911,2016-06-22 15:15:00,93.2,0.0,19.0,29.89,10.0,SSW,8.1,0.0,Day,Day,Day,Day
779,912,2016-06-22 15:53:00,66.0,0.0,59.0,30.01,10.0,West,13.8,0.0,Day,Day,Day,Day
780,913,2016-06-22 15:53:00,75.0,0.0,48.0,29.98,10.0,WNW,13.8,0.0,Day,Day,Day,Day
781,914,2016-06-22 15:55:00,91.4,0.0,20.0,29.97,10.0,South,5.8,0.0,Day,Day,Day,Day
782,915,2016-06-22 15:55:00,93.2,0.0,19.0,29.88,10.0,South,10.4,0.0,Day,Day,Day,Day
783,916,2016-06-22 15:45:00,84.2,0.0,13.0,30.05,10.0,SSW,5.8,0.0,Day,Day,Day,Day
784,917,2016-06-22 16:53:00,73.0,0.0,51.0,29.98,10.0,WNW,16.1,0.0,Day,Day,Day,Day
785,918,2016-06-22 16:35:00,93.2,0.0,19.0,29.87,10.0,SSW,11.5,0.0,Day,Day,Day,Day
786,919,2016-06-22 16:55:00,93.2,0.0,17.0,29.87,9.0,South,10.4,0.0,Day,Day,Day,Day
787,920,2016-06-22 16:35:00,93.2,0.0,19.0,29.87,10.0,SSW,11.5,0.0,Day,Day,Day,Day
788,921,2016-06-22 16:45:00,86.0,0.0,13.0,30.05,10.0,SSW,4.6,0.0,Day,Day,Day,Day
789,922,2016-06-22 17:55:00,89.6,0.0,29.0,29.85,10.0,SSW,8.1,0.0,Day,Day,Day,Day
790,923,2016-06-22 17:54:00,63.0,0.0,63.0,30.02,10.0,West,9.2,0.0,Day,Day,Day,Day
791,924,2016-06-22 17:55:00,91.4,0.0,15.0,29.95,10.0,SW,6.9,0.0,Day,Day,Day,Day
792,925,2016-06-22 18:15:00,91.4,0.0,17.0,29.95,10.0,South,8.1,0.0,Day,Day,Day,Day
793,926,2016-06-22 17:53:00,72.0,0.0,49.0,29.98,10.0,WNW,11.5,0.0,Day,Day,Day,Day
794,927,2016-06-22 18:53:00,71.1,0.0,47.0,29.99,10.0,WNW,9.2,0.0,Day,Day,Day,Day
795,928,2016-06-22 18:53:00,63.0,0.0,65.0,30.0,10.0,WSW,11.5,0.0,Day,Day,Day,Day
796,929,2016-06-22 18:56:00,62.1,0.0,62.0,30.0,10.0,West,12.7,0.0,Day,Day,Day,Day
797,930,2016-06-22 18:54:00,64.0,0.0,60.0,30.03,10.0,West,12.7,0.0,Day,Day,Day,Day
